source_ticker,ticker,asset_type,date,close,volume,ret_1d,ret_20d,ret_60d,ret_120d,ret_252d,ma_20,ma_50,ma_200,volatility_20d,volatility_60d,rolling_high_252d,rolling_low_252d,dist_from_52w_high,dist_from_52w_low,is_active,source
CRM.US,CRM,stock,2012-11-23,39.863,8430444.0,0.004232271066884952,0.0715860215053763,0.06971689252649926,0.2172651764993283,0.42393284515091967,36.52115,37.636359999999996,36.07852,0.02364906662255595,0.018088163251715732,39.893,24.37,-0.0007520116311132696,0.6357406647517438,True,sp500_core
TLT.US,TLT,etf,2012-11-29,89.9781,3838894.0,0.00020564786859877948,0.0163904612259973,-0.014214110029525995,0.009678440138426891,0.06611775885418947,89.77592000000001,88.638872,87.01081749999999,0.006653245990209967,0.008568915223829847,94.2582,77.7814,-0.045408250953232754,0.15680741154054822,True,etf_core
HDV.US,HDV,etf,2012-12-06,41.9868,384205.62556196,0.0007937359219136741,0.018167885618949775,-0.0049342339139708535,0.035348541302434144,0.15482552526699989,41.231444999999994,42.038584,40.798268,0.0058810025038900605,0.006182011217106684,43.3115,36.1239,-0.030585410341364305,0.16229975168794075,True,etf_core
VYM.US,VYM,etf,2012-12-12,36.8344,584530.56563596,0.0008450329182438931,0.0378343044551388,-0.006993082401910766,0.06459649589299232,0.16486407852959406,36.0644,36.467384,35.304945,0.006284377867048021,0.006523275729165237,37.5726,30.9668,-0.019647296167952133,0.1894803466938788,True,etf_core
LLY.US,LLY,stock,2012-12-19,38.3405,8978222.8820592,-0.012122851768828435,0.0366415846295689,0.04138034060352558,0.19214265725568236,0.2636031665469214,38.23455,38.473788,34.075072,0.012227178537447427,0.01566929799289877,41.7454,29.1772,-0.0815634776526275,0.3140568663202774,True,sp500_core
XOM.US,XOM,stock,2012-12-26,56.5814,16524765.826587,0.0017563055263427607,-0.0032378992763171244,-0.04558573238265362,0.0221348686052667,0.05920189296297762,57.31441500000001,57.712250000000004,55.797721,0.007643206874505168,0.00884020664955623,60.3673,49.7875,-0.06271441657983712,0.13645794627165464,True,sp500_core
NVDA.US,NVDA,stock,2013-01-03,0.293773,323805699.0,0.0008176252755227598,0.05214280086242096,-0.05936352313224236,0.016135838510176193,-0.07547615151248122,0.285863,0.2810961,0.30063468,0.014840792314801971,0.020081535940691328,0.377217,0.260861,-0.2212095425179671,0.12616680914356682,True,sp500_core
AGG.US,AGG,etf,2013-01-10,91.2678,1369454.403589,-0.00010846022632038377,-0.0057703096489556405,-0.004874889467251342,-0.00040304650587152935,0.0345864218452967,91.38604,91.627066,90.77451099999999,0.001513250370644209,0.0013925631886368532,91.9648,87.7587,-0.007578986742753813,0.039985779187704296,True,etf_core
ORCL.US,ORCL,stock,2013-01-16,29.8861,20407854.24213,-0.0018502747023363408,0.07175106597382852,0.11532777524835969,0.1902544904217609,0.28176854818303076,29.444020000000002,27.865966,26.0449215,0.014255681661968085,0.011540736688792914,30.1633,21.8851,-0.009189975897862634,0.3655912013196192,True,sp500_core
AMD.US,AMD,stock,2013-01-24,2.79,32497122.0,0.0219780219780219,0.125,0.34134615384615374,-0.3128078817733989,-0.5720858895705521,2.5789999999999997,2.3458,4.199,0.04330595480562165,0.0379661893289101,8.25,1.86,-0.6618181818181819,0.5,True,sp500_core
PEP.US,PEP,stock,2013-01-30,54.922,6904040.1232423,0.0036713443260461,0.06977224342080901,0.06248960183239882,0.02544282692268185,0.14751940494969862,53.48022999999999,52.675585999999996,51.823029999999996,0.004978721162370662,0.005081261539013785,54.922,45.5842,0.0,0.20484729357979292,True,sp500_core
AMZN.US,AMZN,stock,2013-02-06,13.111,55410120.0,-0.01749784555434819,-0.01561678804715072,0.15337585221024863,0.1281190844949236,0.39716538789428824,13.4511,12.98403,11.935709999999998,0.02401925560113449,0.01841367878957551,14.1995,8.9265,-0.07665762878974614,0.4687727552792247,True,sp500_core
PM.US,PM,stock,2013-02-12,55.6634,5892846.5768614,-0.0023032017192459175,0.012002938010879483,0.1055951695235069,-0.015448345148646458,0.1689178405530496,54.95922,53.990122,53.756468500000004,0.009025509490262375,0.011023534591209822,57.2807,47.8446,-0.02823464098727846,0.1634207413166795,True,sp500_core
AVGO.US,AVGO,stock,2013-02-20,2.58848,44551155.623013,-0.02458068138568259,0.006748005740666585,0.061587739048767354,-0.029037207086563988,-0.016220982380394933,2.6200149999999995,2.5221092,2.52953565,0.01402666637398042,0.017235036510651874,2.86924,2.21035,-0.09785169591947684,0.17107245458863973,True,sp500_core
QCOM.US,QCOM,stock,2013-02-26,49.0824,13335803.879603,0.007283361551485346,0.02519414656969432,0.04597995090016371,0.07514473658270515,0.04414198615537135,49.375365,48.358945999999996,45.696164499999995,0.012610565742367717,0.014305309833337845,50.9431,39.9509,-0.03652506423833657,0.22856806730261403,True,sp500_core
BND.US,BND,etf,2013-03-05,67.1957,1255038.1827806,-0.0007049050385837807,0.004295431209580869,-0.005946947899114874,0.0029478403897418293,0.03168488607750408,66.99744,67.069412,66.9195225,0.0012055129316289937,0.0014489779556909378,67.5977,64.4001,-0.005946947899114874,0.04340987048156775,True,etf_core
QQQ.US,QQQ,etf,2013-03-11,61.9783,25810381.0,0.0028883588620027822,0.01442626385299417,0.051338551155350576,-7.744046361024548e-05,0.09012702667525008,60.85279999999999,60.35638800000001,58.9227035,0.007559162986806615,0.008833623603908115,62.7339,53.7073,-0.012044524571244608,0.15400141135376377,True,etf_core
CAT.US,CAT,stock,2013-03-18,67.7249,9446701.5196939,0.005933867455670594,-0.06541226799144417,-0.015587821033674287,-0.02855597806519894,-0.1906912325650315,68.736075,71.396366,66.4569845,0.01285156327085405,0.01265346291960876,84.7803,59.6131,-0.2011717344713334,0.13607411793716495,True,sp500_core
